aqi,no,no2,o3,so2,pm2_5,pm10,nh3,date,lat,lon,city
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-18 23:45:28 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-18 23:45:29 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.09,45.93,21.28,27.66,98.64,148.43,8.61,2023-07-18 23:45:30 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,27.76,26.11,28.13,99.59,120.45,7.47,2023-07-18 23:55:31 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.18,80.2,0.78,76.29,243.91,294.45,25.08,2023-07-18 23:55:32 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-18 23:55:34 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-18 23:55:36 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.09,45.93,21.28,27.66,98.64,148.43,8.61,2023-07-18 23:55:37 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,27.76,26.11,28.13,99.59,120.45,7.47,2023-07-19 00:09:23 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.18,80.2,0.78,76.29,243.91,294.45,25.08,2023-07-19 00:09:24 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-19 00:09:25 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-19 00:09:26 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.09,45.93,21.28,27.66,98.64,148.43,8.61,2023-07-19 00:09:27 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,27.76,26.11,28.13,99.59,120.45,7.47,2023-07-19 00:19:28 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.18,80.2,0.78,76.29,243.91,294.45,25.08,2023-07-19 00:19:28 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-19 00:19:29 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-19 00:19:31 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.09,45.93,21.28,27.66,98.64,148.43,8.61,2023-07-19 00:19:31 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,27.76,26.11,28.13,99.59,120.45,7.47,2023-07-19 00:19:28 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.18,80.2,0.78,76.29,243.91,294.45,25.08,2023-07-19 00:19:28 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-19 00:19:29 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-19 00:19:31 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.09,45.93,21.28,27.66,98.64,148.43,8.61,2023-07-19 00:19:31 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,25.71,27.18,22.89,89.77,109.41,6.97,2023-07-19 00:34:14 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,2.35,67.17,6.97,51.02,171.77,212.59,16.97,2023-07-19 00:34:15 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,29.47,27.9,12.99,61.76,84.94,6.33,2023-07-19 00:34:18 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,29.47,27.9,12.99,61.76,84.94,6.33,2023-07-19 00:34:19 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,38.39,24.68,20.98,93.26,138.91,7.22,2023-07-19 00:34:20 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,25.71,27.18,22.89,89.77,109.41,6.97,2023-07-19 00:44:21 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,2.35,67.17,6.97,51.02,171.77,212.59,16.97,2023-07-19 00:44:22 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,29.47,27.9,12.99,61.76,84.94,6.33,2023-07-19 00:44:23 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,29.47,27.9,12.99,61.76,84.94,6.33,2023-07-19 00:44:24 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,38.39,24.68,20.98,93.26,138.91,7.22,2023-07-19 00:44:25 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,25.71,27.18,22.89,89.77,109.41,6.97,2023-07-19 00:54:26 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,2.35,67.17,6.97,51.02,171.77,212.59,16.97,2023-07-19 00:45:15 UTC,-26.2044,28.0416,"Johannesburg City Hall, Microadventure running and cycle path, Kopanang Mining Precinct, Johannesburg Ward 124, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,29.47,27.9,12.99,61.76,84.94,6.33,2023-07-19 00:54:28 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,29.47,27.9,12.99,61.76,84.94,6.33,2023-07-19 00:54:29 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,38.39,24.68,20.98,93.26,138.91,7.22,2023-07-19 00:54:30 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,25.71,27.18,22.89,89.77,109.41,6.97,2023-07-19 01:05:27 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,2.35,67.17,6.97,51.02,171.77,212.59,16.97,2023-07-19 01:05:28 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,29.47,27.9,12.99,61.76,84.94,6.33,2023-07-19 01:05:29 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,29.47,27.9,12.99,61.76,84.94,6.33,2023-07-19 01:05:30 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,38.39,24.68,20.98,93.26,138.91,7.22,2023-07-19 01:05:31 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,25.71,27.18,22.89,89.77,109.41,6.97,2023-07-19 01:11:44 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,2.35,67.17,6.97,51.02,171.77,212.59,16.97,2023-07-19 01:11:45 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,29.47,27.9,12.99,61.76,84.94,6.33,2023-07-19 01:11:46 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,29.47,27.9,12.99,61.76,84.94,6.33,2023-07-19 01:11:47 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,38.39,24.68,20.98,93.26,138.91,7.22,2023-07-19 01:11:49 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,13.41,55.52,75.82,52.45,280.49,329.8,12.29,2023-07-19 10:00:52 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,27.05,95.96,69.38,165.94,277.08,330.16,29.64,2023-07-19 10:00:53 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,13.08,51.41,74.39,33.85,174.79,219.9,8.99,2023-07-19 10:00:54 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,13.08,51.41,74.39,33.85,174.79,219.9,8.99,2023-07-19 10:00:54 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,26.38,105.56,79.39,115.4,330.92,390.76,22.04,2023-07-19 10:00:55 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,13.41,55.52,75.82,52.45,280.49,329.8,12.29,2023-07-19 10:10:56 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,27.05,95.96,69.38,165.94,277.08,330.16,29.64,2023-07-19 10:10:57 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,13.08,51.41,74.39,33.85,174.79,219.9,8.99,2023-07-19 10:10:58 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,13.08,51.41,74.39,33.85,174.79,219.9,8.99,2023-07-19 10:10:59 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,26.38,105.56,79.39,115.4,330.92,390.76,22.04,2023-07-19 10:11:00 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,13.41,55.52,75.82,52.45,280.49,329.8,12.29,2023-07-19 10:21:01 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,27.05,95.96,69.38,165.94,277.08,330.16,29.64,2023-07-19 10:21:02 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,13.08,51.41,74.39,33.85,174.79,219.9,8.99,2023-07-19 10:21:03 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,13.08,51.41,74.39,33.85,174.79,219.9,8.99,2023-07-19 10:21:04 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,26.38,105.56,79.39,115.4,330.92,390.76,22.04,2023-07-19 10:21:05 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,5.2,38.39,153.07,53.88,320.08,364.54,8.74,2023-07-19 10:31:06 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,13.3,71.29,124.45,154.5,242.43,297.26,21.03,2023-07-19 10:31:07 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 10:31:09 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 10:31:11 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,13.41,100.08,174.52,150.68,440.72,503.42,19.25,2023-07-19 10:31:14 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,5.2,38.39,153.07,53.88,320.08,364.54,8.74,2023-07-19 10:41:17 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,13.3,71.29,124.45,154.5,242.43,297.26,21.03,2023-07-19 10:41:19 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 10:41:21 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 10:41:22 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,13.41,100.08,174.52,150.68,440.72,503.42,19.25,2023-07-19 10:41:24 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,5.2,38.39,153.07,53.88,320.08,364.54,8.74,2023-07-19 10:51:25 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,13.3,71.29,124.45,154.5,242.43,297.26,21.03,2023-07-19 10:51:27 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 10:51:29 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 10:51:30 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,13.41,100.08,174.52,150.68,440.72,503.42,19.25,2023-07-19 10:51:31 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,5.2,38.39,153.07,53.88,320.08,364.54,8.74,2023-07-19 11:01:32 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,13.3,71.29,124.45,154.5,242.43,297.26,21.03,2023-07-19 11:01:33 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 11:01:34 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 11:01:35 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,13.41,100.08,174.52,150.68,440.72,503.42,19.25,2023-07-19 11:01:36 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,5.2,38.39,153.07,53.88,320.08,364.54,8.74,2023-07-19 11:11:37 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,13.3,71.29,124.45,154.5,242.43,297.26,21.03,2023-07-19 11:11:37 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 11:11:38 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 11:11:39 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,13.41,100.08,174.52,150.68,440.72,503.42,19.25,2023-07-19 11:11:40 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,5.2,38.39,153.07,53.88,320.08,364.54,8.74,2023-07-19 11:22:30 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,13.3,71.29,124.45,154.5,242.43,297.26,21.03,2023-07-19 11:22:31 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 11:22:33 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.26,50.72,157.36,40.05,245.23,292.54,6.65,2023-07-19 11:22:34 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,13.41,100.08,174.52,150.68,440.72,503.42,19.25,2023-07-19 11:22:35 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.41,2.87,128.75,15.5,34.32,45.3,2.22,2023-07-19 11:32:36 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
4,2.52,13.54,127.32,50.55,52.46,73.24,5.45,2023-07-19 11:32:37 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
